Date,Canton,Blood_Type,Blood_in_Liter,Demand_in_Liter
2023-10-22,AG,B+,4.44,12.08
2023-10-22,AG,B-,11.9,17.63
2023-10-22,AG,AB+,21.5,14.25
2023-10-22,AG,AB-,18.07,12.97
2023-10-22,AG,0+,22.03,18.08
2023-10-22,AG,0-,2.59,9.93
2023-10-22,TG,A+,16.14,12.79
2023-10-22,TG,A-,3.78,5.81
2023-10-22,TG,B+,10.48,8.49
2023-10-22,TG,B-,12.79,10.51
2023-10-22,TG,AB+,3.11,9.1
2023-10-22,TG,AB-,20.61,13.26
2023-10-22,TG,0+,10.99,6.58
2023-10-22,TG,0-,13.76,10.81
2023-10-22,TI,A+,15.31,14.08
2023-10-22,TI,A-,26.44,16.54
2023-10-22,TI,B+,22.42,13.58
2023-10-22,TI,B-,16.09,8.07
2023-10-22,TI,AB+,15.92,14.88
2023-10-22,TI,AB-,12.7,9.24
2023-10-22,TI,0+,15.87,10.65
2023-10-22,TI,0-,13.84,11.71
2023-10-22,VD,A+,48.32,28.58
2023-10-22,VD,A-,42.28,22.23
2023-10-22,VD,B+,49.2,31.65
2023-10-22,VD,B-,37.78,24.62
2023-10-22,VD,AB+,40.01,22.28
2023-10-22,VD,AB-,28.93,16.2
2023-10-22,VD,0+,32.94,20.45
2023-10-22,VD,0-,57.64,34.52
2023-10-22,VS,A+,32.2,16.76
2023-10-22,VS,A-,5.77,13.04
2023-10-22,VS,B+,13.47,9.48
2023-10-22,VS,B-,23.23,19.28
2023-10-22,VS,AB+,25.72,19.69
2023-10-22,VS,AB-,41.63,20.99
2023-10-22,VS,0+,3.53,10.51
2023-10-22,VS,0-,31.22,21.77
2023-10-22,NE,A+,13.73,7.42
2023-10-22,NE,A-,14.23,8.24
2023-10-22,NE,B+,8.36,4.59
2023-10-22,NE,B-,7.44,5.62
2023-10-22,NE,AB+,6.4,6.15
2023-10-22,NE,AB-,2.13,5.77
2023-10-22,NE,0+,6.31,5.24
2023-10-22,NE,0-,6.88,4.18
2023-10-22,GE,A+,10.72,10.88
2023-10-22,GE,A-,18.17,14.6
2023-10-22,GE,B+,44.66,22.84
2023-10-22,GE,B-,22.31,13.49
2023-10-22,GE,AB+,26.49,14.32
2023-10-22,GE,AB-,13.76,9.67
2023-10-22,GE,0+,34.07,24.02
2023-10-22,GE,0-,31.46,18.96
2023-10-22,JU,A+,7.94,4.34
2023-10-22,JU,A-,7.19,5.55
2023-10-22,JU,B+,3.53,3.46
2023-10-22,JU,B-,8.69,5.26
2023-10-22,JU,AB+,3.77,3.3
2023-10-22,JU,AB-,1.43,2.56
2023-10-22,JU,0+,9.52,5.37
2023-10-22,JU,0-,3.73,3.05
2023-10-29,ZH,A+,42.34,33.67
2023-10-29,ZH,A-,46.94,44.12
2023-10-29,ZH,B+,20.79,20.91
2023-10-29,ZH,B-,29.64,20.6
2023-10-29,ZH,AB+,8.91,30.31
2023-10-29,ZH,AB-,70.95,39.98
2023-10-29,ZH,0+,78.05,39.45
2023-10-29,ZH,0-,8.41,24.23
2023-10-29,BE,A+,3.88,15.14
2023-10-29,BE,A-,29.41,28.05
2023-10-29,BE,B+,49.53,27.64
2023-10-29,BE,B-,15.63,11.08
2023-10-29,BE,AB+,14.19,12.21
2023-10-29,BE,AB-,26.93,24.45
2023-10-29,BE,0+,9.35,25.36
2023-10-29,BE,0-,41.57,25.51
2023-10-29,LU,A+,19.62,14.75
2023-10-29,LU,A-,23.02,21.56
2023-10-29,LU,B+,25.84,23.77
2023-10-29,LU,B-,10.46,8.57
2023-10-29,LU,AB+,38.87,21.19
2023-10-29,LU,AB-,22.03,18.48
2023-10-29,LU,0+,12.24,8.73
2023-10-29,LU,0-,12.38,9.74
2023-10-29,UR,A+,9.79,8.02
2023-10-29,UR,A-,7.3,5.08
2023-10-29,UR,B+,9.29,6.17
2023-10-29,UR,B-,10.41,8.28
2023-10-29,UR,AB+,5.34,4.74
2023-10-29,UR,AB-,12.25,8.86
2023-10-29,UR,0+,6.65,5.09
2023-10-29,UR,0-,11.26,8.43
2023-10-29,SZ,A+,7.27,5.02
2023-10-29,SZ,A-,2.43,8.13
2023-10-29,SZ,B+,5.77,4.78
2023-10-29,SZ,B-,18.6,13.03
2023-10-29,SZ,AB+,7.81,4.66
2023-10-29,SZ,AB-,13.36,7.05
2023-10-29,SZ,0+,14.38,10.48
2023-10-29,SZ,0-,12.3,6.17
2023-10-29,OW,A+,5.01,4.14
2023-10-29,OW,A-,1.19,3.26
2023-10-29,OW,B+,4.13,3.71
2023-10-29,OW,B-,2.0,1.6
2023-10-29,OW,AB+,2.91,2.27
2023-10-29,OW,AB-,2.49,2.02
2023-10-29,OW,0+,2.92,2.1
2023-10-29,OW,0-,4.12,3.17
2023-10-29,NW,A+,7.61,5.95
2023-10-29,NW,A-,5.67,4.68
2023-10-29,NW,B+,6.77,5.58
2023-10-29,NW,B-,4.99,3.18
2023-10-29,NW,AB+,4.49,2.51
2023-10-29,NW,AB-,6.91,4.73
2023-10-29,NW,0+,4.0,3.29
2023-10-29,NW,0-,5.62,3.83
2023-10-29,GL,A+,5.01,4.56
2023-10-29,GL,A-,5.95,4.04
2023-10-29,GL,B+,4.34,3.56
2023-10-29,GL,B-,9.68,5.44
2023-10-29,GL,AB+,6.85,5.08
2023-10-29,GL,AB-,8.42,4.72
2023-10-29,GL,0+,1.27,4.77
2023-10-29,GL,0-,3.96,2.73
2023-10-29,ZG,A+,8.33,5.3
2023-10-29,ZG,A-,8.02,5.13
2023-10-29,ZG,B+,2.6,4.16
2023-10-29,ZG,B-,13.03,7.85
2023-10-29,ZG,AB+,2.43,8.71
2023-10-29,ZG,AB-,12.36,7.15
2023-10-29,ZG,0+,1.03,3.58
2023-10-29,ZG,0-,8.28,5.35
2023-10-29,FR,A+,2.36,9.15
2023-10-29,FR,A-,16.43,11.42
2023-10-29,FR,B+,8.91,5.81
2023-10-29,FR,B-,12.32,6.37
2023-10-29,FR,AB+,14.52,11.18
2023-10-29,FR,AB-,16.93,10.65
2023-10-29,FR,0+,19.12,11.28
2023-10-29,FR,0-,17.82,11.18
2023-10-29,SO,A+,8.6,7.79
2023-10-29,SO,A-,10.76,6.73
2023-10-29,SO,B+,24.78,13.29
2023-10-29,SO,B-,16.52,11.17
2023-10-29,SO,AB+,14.42,8.55
2023-10-29,SO,AB-,20.68,16.17
2023-10-29,SO,0+,20.06,16.81
2023-10-29,SO,0-,10.9,7.04
2023-10-29,BS,A+,15.99,13.28
2023-10-29,BS,A-,12.34,7.54
2023-10-29,BS,B+,19.9,10.03
2023-10-29,BS,B-,22.15,14.53
2023-10-29,BS,AB+,14.2,12.25
2023-10-29,BS,AB-,19.74,10.23
2023-10-29,BS,0+,7.17,6.51
2023-10-29,BS,0-,8.77,5.7
2023-10-29,BL,A+,6.4,12.56
2023-10-29,BL,A-,25.3,15.62
2023-10-29,BL,B+,28.64,15.05
2023-10-29,BL,B-,18.08,14.07
2023-10-29,BL,AB+,31.31,18.73
2023-10-29,BL,AB-,18.04,11.54
2023-10-29,BL,0+,18.14,9.54
2023-10-29,BL,0-,16.55,12.51
2023-10-29,SH,A+,9.36,6.58
2023-10-29,SH,A-,7.51,7.57
2023-10-29,SH,B+,12.67,6.57
2023-10-29,SH,B-,12.31,7.32
2023-10-29,SH,AB+,15.51,8.32
2023-10-29,SH,AB-,13.63,8.7
2023-10-29,SH,0+,12.28,8.32
2023-10-29,SH,0-,7.16,4.21
2023-10-29,AR,A+,4.02,6.74
2023-10-29,AR,A-,5.97,3.87
2023-10-29,AR,B+,11.05,6.58
2023-10-29,AR,B-,10.29,5.76
2023-10-29,AR,AB+,1.63,4.34
2023-10-29,AR,AB-,12.01,6.51
2023-10-29,AR,0+,4.6,4.41
2023-10-29,AR,0-,3.85,2.94
2023-10-29,AI,A+,3.65,2.32
2023-10-29,AI,A-,1.92,1.3
2023-10-29,AI,B+,5.33,2.98
2023-10-29,AI,B-,3.36,1.93
2023-10-29,AI,AB+,0.84,2.49
2023-10-29,AI,AB-,1.87,1.51
2023-10-29,AI,0+,2.22,1.66
2023-10-29,AI,0-,0.75,1.31
2023-10-29,SG,A+,5.23,15.85
2023-10-29,SG,A-,22.54,17.18
2023-10-29,SG,B+,35.41,19.95
2023-10-29,SG,B-,8.54,21.19
2023-10-29,SG,AB+,19.68,16.12
2023-10-29,SG,AB-,25.81,15.26
2023-10-29,SG,0+,16.98,9.79
2023-10-29,SG,0-,25.35,26.07
2023-10-29,GR,A+,23.78,12.06
2023-10-29,GR,A-,11.6,9.47
2023-10-29,GR,B+,19.89,12.71
2023-10-29,GR,B-,29.55,16.71
2023-10-29,GR,AB+,15.8,12.84
2023-10-29,GR,AB-,5.14,16.34
2023-10-29,GR,0+,9.21,8.14
2023-10-29,GR,0-,9.48,7.21
2023-10-29,AG,A+,32.56,18.91
2023-10-29,AG,A-,12.99,11.09
2023-10-29,AG,B+,9.36,8.99
2023-10-29,AG,B-,30.34,23.42
2023-10-29,AG,AB+,29.66,16.73
2023-10-29,AG,AB-,15.85,11.82
2023-10-29,AG,0+,24.0,19.33
2023-10-29,AG,0-,22.08,14.71
2023-10-29,TG,A+,18.2,12.08
2023-10-29,TG,A-,3.23,11.04
2023-10-29,TG,B+,11.4,8.38
2023-10-29,TG,B-,12.59,11.72
2023-10-29,TG,AB+,14.36,9.85
2023-10-29,TG,AB-,18.76,12.64
2023-10-29,TG,0+,5.96,5.49
2023-10-29,TG,0-,7.23,4.68
2023-10-29,TI,A+,23.8,16.63
2023-10-29,TI,A-,28.05,14.82
2023-10-29,TI,B+,26.27,16.6
2023-10-29,TI,B-,25.87,17.49
2023-10-29,TI,AB+,16.46,16.93
2023-10-29,TI,AB-,12.15,7.72
2023-10-29,TI,0+,21.91,12.27
2023-10-29,TI,0-,24.41,12.78
2023-10-29,VD,A+,30.8,17.33
2023-10-29,VD,A-,24.42,17.95
2023-10-29,VD,B+,27.64,15.67
2023-10-29,VD,B-,16.45,12.46
2023-10-29,VD,AB+,56.01,34.8
2023-10-29,VD,AB-,42.66,29.17
2023-10-29,VD,0+,19.49,13.38
2023-10-29,VD,0-,32.5,20.7
2023-10-29,VS,A+,18.37,18.98
2023-10-29,VS,A-,16.62,17.14
2023-10-29,VS,B+,20.7,13.15
2023-10-29,VS,B-,27.63,19.37
2023-10-29,VS,AB+,13.43,10.15
2023-10-29,VS,AB-,12.75,11.85
2023-10-29,VS,0+,22.44,15.41
2023-10-29,VS,0-,30.37,20.22
2023-10-29,NE,A+,11.99,6.74
2023-10-29,NE,A-,15.92,8.42
2023-10-29,NE,B+,15.84,8.37
2023-10-29,NE,B-,11.46,6.47
2023-10-29,NE,AB+,5.94,3.76
2023-10-29,NE,AB-,11.55,7.06
2023-10-29,NE,0+,8.59,5.69
2023-10-29,NE,0-,6.77,5.43
2023-10-29,GE,A+,15.93,13.08
2023-10-29,GE,A-,41.2,23.17
2023-10-29,GE,B+,4.71,15.19
2023-10-29,GE,B-,14.61,9.53
2023-10-29,GE,AB+,17.37,11.55
2023-10-29,GE,AB-,37.83,26.74
2023-10-29,GE,0+,29.83,15.53
2023-10-29,GE,0-,35.33,22.19
2023-10-29,JU,A+,3.63,3.71
2023-10-29,JU,A-,8.96,5.98
2023-10-29,JU,B+,6.39,5.9
2023-10-29,JU,B-,5.06,3.74
2023-10-29,JU,AB+,4.69,3.79
2023-10-29,JU,AB-,0.96,3.63
2023-10-29,JU,0+,4.72,2.8
2023-10-29,JU,0-,4.64,3.04
2023-11-05,ZH,A+,71.49,40.32
2023-11-05,ZH,A-,11.29,29.23
2023-11-05,ZH,B+,43.63,42.72
2023-11-05,ZH,B-,53.29,35.53
2023-11-05,ZH,AB+,63.07,33.12
2023-11-05,ZH,AB-,48.4,39.04
2023-11-05,ZH,0+,44.42,42.57
2023-11-05,ZH,0-,35.05,22.32
2023-11-05,BE,A+,26.4,14.45
2023-11-05,BE,A-,27.51,22.58
2023-11-05,BE,B+,23.78,22.76
2023-11-05,BE,B-,32.89,19.88
2023-11-05,BE,AB+,20.71,19.94
2023-11-05,BE,AB-,22.68,15.18
2023-11-05,BE,0+,36.29,26.97
2023-11-05,BE,0-,15.76,12.45
2023-11-05,LU,A+,11.38,8.98
2023-11-05,LU,A-,28.33,16.56
2023-11-05,LU,B+,22.49,15.17
2023-11-05,LU,B-,21.25,19.94
2023-11-05,LU,AB+,5.98,16.63
2023-11-05,LU,AB-,20.24,20.91
2023-11-05,LU,0+,33.84,23.02
2023-11-05,LU,0-,34.03,23.65
2023-11-05,UR,A+,9.2,6.09
2023-11-05,UR,A-,7.8,6.79
2023-11-05,UR,B+,9.99,6.98
2023-11-05,UR,B-,11.8,8.81
2023-11-05,UR,AB+,7.16,4.81
2023-11-05,UR,AB-,8.43,5.15
2023-11-05,UR,0+,10.28,6.6
2023-11-05,UR,0-,9.13,7.36
2023-11-05,SZ,A+,16.23,11.21
2023-11-05,SZ,A-,2.52,9.32
2023-11-05,SZ,B+,9.28,9.4
2023-11-05,SZ,B-,10.47,6.81
2023-11-05,SZ,AB+,17.08,8.98
2023-11-05,SZ,AB-,8.98,4.67
2023-11-05,SZ,0+,10.38,7.32
2023-11-05,SZ,0-,18.12,12.66
2023-11-05,OW,A+,1.59,4.34
2023-11-05,OW,A-,6.06,3.99
2023-11-05,OW,B+,5.52,3.71
2023-11-05,OW,B-,3.47,2.48
2023-11-05,OW,AB+,2.72,2.08
2023-11-05,OW,AB-,2.3,1.53
2023-11-05,OW,0+,3.72,3.01
2023-11-05,OW,0-,5.0,2.6
2023-11-05,NW,A+,5.48,4.35
2023-11-05,NW,A-,1.05,3.22
2023-11-05,NW,B+,1.04,2.7
2023-11-05,NW,B-,2.9,2.59
2023-11-05,NW,AB+,5.1,3.12
2023-11-05,NW,AB-,5.8,5.39
2023-11-05,NW,0+,3.77,3.81
2023-11-05,NW,0-,7.86,5.05
2023-11-05,GL,A+,2.81,2.26
2023-11-05,GL,A-,1.78,5.19
2023-11-05,GL,B+,6.07,3.13
2023-11-05,GL,B-,6.46,3.38
2023-11-05,GL,AB+,9.45,5.26
2023-11-05,GL,AB-,2.32,5.37
2023-11-05,GL,0+,6.74,5.37
2023-11-05,GL,0-,4.08,3.18
2023-11-05,ZG,A+,13.09,7.7
2023-11-05,ZG,A-,5.97,3.74
2023-11-05,ZG,B+,11.69,6.09
2023-11-05,ZG,B-,15.06,8.67
2023-11-05,ZG,AB+,4.97,3.35
2023-11-05,ZG,AB-,8.65,5.9
2023-11-05,ZG,0+,7.86,6.95
2023-11-05,ZG,0-,12.58,8.65
2023-11-05,FR,A+,15.33,11.47
2023-11-05,FR,A-,8.16,5.37
2023-11-05,FR,B+,2.82,5.44
2023-11-05,FR,B-,7.67,5.22
2023-11-05,FR,AB+,9.04,5.61
2023-11-05,FR,AB-,9.66,5.73
2023-11-05,FR,0+,7.8,4.44
2023-11-05,FR,0-,14.97,8.94
2023-11-05,SO,A+,27.79,17.77
2023-11-05,SO,A-,2.34,8.59
2023-11-05,SO,B+,3.44,12.02
2023-11-05,SO,B-,14.33,9.4
2023-11-05,SO,AB+,20.97,13.73
2023-11-05,SO,AB-,20.67,11.39
2023-11-05,SO,0+,20.69,13.85
2023-11-05,SO,0-,26.37,16.35
2023-11-05,BS,A+,4.75,7.33
2023-11-05,BS,A-,23.75,11.94
2023-11-05,BS,B+,14.26,7.85
2023-11-05,BS,B-,20.54,13.87
2023-11-05,BS,AB+,12.42,6.61
2023-11-05,BS,AB-,10.17,7.3
2023-11-05,BS,0+,15.24,12.3
2023-11-05,BS,0-,21.81,12.23
2023-11-05,BL,A+,7.32,15.63
2023-11-05,BL,A-,34.6,18.73
2023-11-05,BL,B+,24.87,19.31
2023-11-05,BL,B-,2.7,9.13
2023-11-05,BL,AB+,17.51,8.82
2023-11-05,BL,AB-,25.01,20.61
2023-11-05,BL,0+,28.32,14.38
2023-11-05,BL,0-,34.35,17.52
2023-11-05,SH,A+,9.22,6.48
2023-11-05,SH,A-,14.92,8.55
2023-11-05,SH,B+,9.99,7.41
2023-11-05,SH,B-,9.53,7.41
2023-11-05,SH,AB+,7.37,6.76
2023-11-05,SH,AB-,14.22,7.12
2023-11-05,SH,0+,9.58,6.33
2023-11-05,SH,0-,3.97,6.13
2023-11-05,AR,A+,9.62,6.49
2023-11-05,AR,A-,4.64,3.42
2023-11-05,AR,B+,6.99,4.58
2023-11-05,AR,B-,3.4,2.61
2023-11-05,AR,AB+,7.6,4.01
2023-11-05,AR,AB-,4.65,3.07
2023-11-05,AR,0+,1.9,4.83
2023-11-05,AR,0-,8.45,4.62
2023-11-05,AI,A+,0.74,2.32
2023-11-05,AI,A-,3.52,2.64
2023-11-05,AI,B+,1.79,1.33
2023-11-05,AI,B-,1.74,1.19
2023-11-05,AI,AB+,0.58,1.72
2023-11-05,AI,AB-,3.37,2.68
2023-11-05,AI,0+,1.25,2.58
2023-11-05,AI,0-,1.79,1.0
2023-11-05,SG,A+,23.92,17.87
2023-11-05,SG,A-,47.95,26.53
2023-11-05,SG,B+,10.18,24.66
2023-11-05,SG,B-,21.18,20.45
2023-11-05,SG,AB+,13.44,10.05
2023-11-05,SG,AB-,37.57,21.54
2023-11-05,SG,0+,26.97,19.09
2023-11-05,SG,0-,21.51,16.85
2023-11-05,GR,A+,15.63,11.12
2023-11-05,GR,A-,12.48,9.39
2023-11-05,GR,B+,17.02,10.0
2023-11-05,GR,B-,14.0,10.45
2023-11-05,GR,AB+,18.01,10.76
2023-11-05,GR,AB-,25.5,18.49
2023-11-05,GR,0+,8.13,6.95
2023-11-05,GR,0-,18.34,16.71
2023-11-05,AG,A+,28.61,19.12
2023-11-05,AG,A-,31.11,15.85
2023-11-05,AG,B+,18.86,12.76
2023-11-05,AG,B-,18.22,18.04
2023-11-05,AG,AB+,8.12,20.87
2023-11-05,AG,AB-,18.96,14.08
2023-11-05,AG,0+,26.36,22.74
2023-11-05,AG,0-,10.82,15.47
2023-11-05,TG,A+,7.5,7.25
2023-11-05,TG,A-,17.5,11.91
2023-11-05,TG,B+,17.57,9.67
2023-11-05,TG,B-,19.5,12.96
2023-11-05,TG,AB+,16.92,9.52
2023-11-05,TG,AB-,19.37,12.89
2023-11-05,TG,0+,9.46,6.6
2023-11-05,TG,0-,19.02,12.05
2023-11-05,TI,A+,17.66,12.57
2023-11-05,TI,A-,14.49,7.47
2023-11-05,TI,B+,22.33,11.77
2023-11-05,TI,B-,21.02,17.4
2023-11-05,TI,AB+,23.26,17.83
2023-11-05,TI,AB-,30.41,16.16
2023-11-05,TI,0+,23.85,15.35
2023-11-05,TI,0-,12.91,11.02
2023-11-05,VD,A+,18.03,14.82
2023-11-05,VD,A-,21.25,14.66
2023-11-05,VD,B+,21.56,17.81
2023-11-05,VD,B-,49.88,35.92
2023-11-05,VD,AB+,34.05,22.87
2023-11-05,VD,AB-,14.57,14.64
2023-11-05,VD,0+,19.73,19.62
2023-11-05,VD,0-,22.47,13.74
2023-11-05,VS,A+,23.68,15.01
2023-11-05,VS,A-,14.26,9.49
2023-11-05,VS,B+,25.44,21.23
2023-11-05,VS,B-,12.15,18.47
2023-11-05,VS,AB+,11.37,8.42
2023-11-05,VS,AB-,27.22,18.43
2023-11-05,VS,0+,3.25,12.49
2023-11-05,VS,0-,14.84,10.81
2023-11-05,NE,A+,10.65,5.41
2023-11-05,NE,A-,4.35,3.06
2023-11-05,NE,B+,1.69,4.21
2023-11-05,NE,B-,9.54,6.97
2023-11-05,NE,AB+,6.64,6.62
2023-11-05,NE,AB-,6.61,5.63
2023-11-05,NE,0+,13.63,7.4
2023-11-05,NE,0-,5.61,4.65
2023-11-05,GE,A+,28.48,14.99
2023-11-05,GE,A-,7.64,19.4
2023-11-05,GE,B+,16.98,11.42
2023-11-05,GE,B-,38.72,22.66
2023-11-05,GE,AB+,19.15,9.72
2023-11-05,GE,AB-,12.12,27.0
2023-11-05,GE,0+,16.8,16.04
2023-11-05,GE,0-,33.06,19.56
2023-11-05,JU,A+,4.21,2.37
2023-11-05,JU,A-,3.56,2.58
2023-11-05,JU,B+,8.46,5.52
2023-11-05,JU,B-,4.42,3.04
2023-11-05,JU,AB+,1.26,4.21
2023-11-05,JU,AB-,7.46,4.3
2023-11-05,JU,0+,1.14,3.24
2023-11-05,JU,0-,6.35,5.54
2023-11-12,ZH,A+,28.84,20.51
2023-11-12,ZH,A-,40.85,24.22
2023-11-12,ZH,B+,75.37,40.06
2023-11-12,ZH,B-,7.24,27.58
2023-11-12,ZH,AB+,32.29,23.27
2023-11-12,ZH,AB-,63.28,32.0
2023-11-12,ZH,0+,47.19,37.05
2023-11-12,ZH,0-,17.43,34.82
2023-11-12,BE,A+,43.56,26.93
2023-11-12,BE,A-,16.59,12.16
2023-11-12,BE,B+,35.05,28.87
2023-11-12,BE,B-,37.79,29.74
2023-11-12,BE,AB+,30.05,16.85
2023-11-12,BE,AB-,43.2,23.37
2023-11-12,BE,0+,42.16,27.68
2023-11-12,BE,0-,5.49,13.21
2023-11-12,LU,A+,17.93,12.73
2023-11-12,LU,A-,16.02,12.73
2023-11-12,LU,B+,26.66,20.72
2023-11-12,LU,B-,9.82,8.57
2023-11-12,LU,AB+,7.47,17.18
2023-11-12,LU,AB-,32.6,21.61
2023-11-12,LU,0+,7.06,18.2
2023-11-12,LU,0-,22.81,13.96
2023-11-12,UR,A+,2.4,4.62
2023-11-12,UR,A-,9.52,6.65
2023-11-12,UR,B+,6.59,5.08
2023-11-12,UR,B-,6.04,4.3
2023-11-12,UR,AB+,6.08,4.72
2023-11-12,UR,AB-,11.24,5.91
2023-11-12,UR,0+,7.51,4.88
2023-11-12,UR,0-,13.72,9.22
2023-11-12,SZ,A+,8.06,5.24
2023-11-12,SZ,A-,13.22,9.64
2023-11-12,SZ,B+,13.92,9.44
2023-11-12,SZ,B-,6.9,7.01
2023-11-12,SZ,AB+,2.2,6.36
2023-11-12,SZ,AB-,5.05,9.76
2023-11-12,SZ,0+,2.01,5.51
2023-11-12,SZ,0-,6.77,4.89
2023-11-12,OW,A+,0.9,2.99
2023-11-12,OW,A-,0.85,2.41
2023-11-12,OW,B+,2.09,3.11
2023-11-12,OW,B-,4.99,3.0
2023-11-12,OW,AB+,4.14,2.66
2023-11-12,OW,AB-,0.65,2.16
2023-11-12,OW,0+,1.69,4.23
2023-11-12,OW,0-,4.44,2.82
2023-11-12,NW,A+,6.05,4.91
2023-11-12,NW,A-,6.86,4.02
2023-11-12,NW,B+,10.89,5.97
2023-11-12,NW,B-,6.67,3.75
2023-11-12,NW,AB+,5.5,3.64
2023-11-12,NW,AB-,5.02,3.85
2023-11-12,NW,0+,3.75,2.71
2023-11-12,NW,0-,3.03,2.97
2023-11-12,GL,A+,2.73,2.33
2023-11-12,GL,A-,6.69,3.51
2023-11-12,GL,B+,1.18,4.51
2023-11-12,GL,B-,7.45,5.04
2023-11-12,GL,AB+,4.33,2.99
2023-11-12,GL,AB-,1.17,3.23
2023-11-12,GL,0+,6.24,5.08
2023-11-12,GL,0-,5.04,2.56
2023-11-12,ZG,A+,4.17,3.14
2023-11-12,ZG,A-,6.02,4.68
2023-11-12,ZG,B+,7.04,6.93
2023-11-12,ZG,B-,6.28,4.75
2023-11-12,ZG,AB+,10.93,8.44
2023-11-12,ZG,AB-,10.57,6.21
2023-11-12,ZG,0+,1.13,3.11
2023-11-12,ZG,0-,11.72,8.63
2023-11-12,FR,A+,6.86,4.84
2023-11-12,FR,A-,11.4,6.8
2023-11-12,FR,B+,11.11,10.63
2023-11-12,FR,B-,13.28,9.85
2023-11-12,FR,AB+,5.67,4.42
2023-11-12,FR,AB-,15.36,11.47
2023-11-12,FR,0+,3.01,4.93
2023-11-12,FR,0-,7.43,5.58
2023-11-12,SO,A+,31.66,17.16
2023-11-12,SO,A-,24.65,15.46
2023-11-12,SO,B+,4.98,16.79
2023-11-12,SO,B-,9.26,8.8
2023-11-12,SO,AB+,8.41,6.07
2023-11-12,SO,AB-,15.96,15.74
2023-11-12,SO,0+,10.33,7.42
2023-11-12,SO,0-,22.29,17.85
2023-11-12,BS,A+,13.72,10.9
2023-11-12,BS,A-,12.46,12.06
2023-11-12,BS,B+,18.26,13.49
2023-11-12,BS,B-,12.41,8.65
2023-11-12,BS,AB+,11.65,6.08
2023-11-12,BS,AB-,6.12,13.32
2023-11-12,BS,0+,7.49,5.59
2023-11-12,BS,0-,13.89,8.71
2023-11-12,BL,A+,27.52,17.33
2023-11-12,BL,A-,14.19,13.82
2023-11-12,BL,B+,4.09,12.18
2023-11-12,BL,B-,17.0,13.4
2023-11-12,BL,AB+,12.7,12.46
2023-11-12,BL,AB-,22.45,11.82
2023-11-12,BL,0+,14.27,8.64
2023-11-12,BL,0-,18.83,10.98
2023-11-12,SH,A+,9.07,5.46
2023-11-12,SH,A-,10.67,8.67
2023-11-12,SH,B+,3.19,3.23
2023-11-12,SH,B-,12.15,8.19
2023-11-12,SH,AB+,1.35,4.43
2023-11-12,SH,AB-,7.73,4.39
2023-11-12,SH,0+,12.03,8.63
2023-11-12,SH,0-,12.45,6.5
2023-11-12,AR,A+,11.51,6.1
2023-11-12,AR,A-,9.61,5.76
2023-11-12,AR,B+,9.33,6.68
2023-11-12,AR,B-,9.75,5.66
2023-11-12,AR,AB+,7.47,5.18
2023-11-12,AR,AB-,1.13,2.85
2023-11-12,AR,0+,14.05,7.41
2023-11-12,AR,0-,8.05,5.41
2023-11-12,AI,A+,2.45,2.12
2023-11-12,AI,A-,3.36,2.17
2023-11-12,AI,B+,2.24,1.23
2023-11-12,AI,B-,2.09,1.64
2023-11-12,AI,AB+,2.31,1.5
2023-11-12,AI,AB-,3.19,2.14
2023-11-12,AI,0+,2.61,1.71
2023-11-12,AI,0-,3.94,2.89
2023-11-12,SG,A+,16.7,11.97
2023-11-12,SG,A-,20.84,21.26
2023-11-12,SG,B+,25.49,16.68
2023-11-12,SG,B-,31.08,16.68
2023-11-12,SG,AB+,32.21,20.9
2023-11-12,SG,AB-,28.89,16.99
2023-11-12,SG,0+,32.89,26.8
2023-11-12,SG,0-,7.45,20.26
2023-11-12,GR,A+,29.0,15.81
2023-11-12,GR,A-,12.66,7.94
2023-11-12,GR,B+,3.0,9.75
2023-11-12,GR,B-,15.73,11.4
2023-11-12,GR,AB+,13.76,8.94
2023-11-12,GR,AB-,20.26,10.64
2023-11-12,GR,0+,3.77,12.99
2023-11-12,GR,0-,17.5,8.88
2023-11-12,AG,A+,11.21,8.19
2023-11-12,AG,A-,27.9,15.92
2023-11-12,AG,B+,15.48,8.12
2023-11-12,AG,B-,8.58,12.97
2023-11-12,AG,AB+,16.99,14.11
2023-11-12,AG,AB-,22.48,16.65
2023-11-12,AG,0+,26.03,21.87
2023-11-12,AG,0-,11.14,10.69
2023-11-12,TG,A+,17.4,12.67
2023-11-12,TG,A-,15.76,8.33
2023-11-12,TG,B+,16.22,8.76
2023-11-12,TG,B-,20.86,11.77
2023-11-12,TG,AB+,21.4,13.27
2023-11-12,TG,AB-,2.32,7.78
2023-11-12,TG,0+,17.37,13.11
2023-11-12,TG,0-,9.62,8.08
2023-11-12,TI,A+,10.14,6.95
2023-11-12,TI,A-,20.89,12.93
2023-11-12,TI,B+,13.31,9.13
2023-11-12,TI,B-,18.75,10.89
2023-11-12,TI,AB+,25.19,12.61
2023-11-12,TI,AB-,15.13,10.75
2023-11-12,TI,0+,7.49,11.15
2023-11-12,TI,0-,3.06,6.95
2023-11-12,VD,A+,17.19,13.49
2023-11-12,VD,A-,19.08,15.09
2023-11-12,VD,B+,21.08,14.6
2023-11-12,VD,B-,35.64,32.25
2023-11-12,VD,AB+,10.64,20.8
2023-11-12,VD,AB-,43.01,34.47
2023-11-12,VD,0+,6.55,14.32
